trade_name;substance_name;ean_code
Benzacne;Benzoylis peroxidum;05909991553029
Benzacne;Benzoylis peroxidum;05909990232215
Rivaldo;Rivastigminum;05909990816200
Bepanthen Plus;Dexpanthenolum + Chlorhexidini hydrochloridum;05909990683727
Bepanthen Plus;Dexpanthenolum + Chlorhexidini hydrochloridum;05909990683710
Bepanthen Plus;Dexpanthenolum + Chlorhexidini hydrochloridum;05909990683734
Berodual;Fenoteroli hydrobromidum + Ipratropii bromidum;05909990101917
Berotec N 100;Fenoteroli hydrobromidum;05909990376414
Beta-Karoten Amara;Betacarotenum;05909990357819
Beta-Karoten Amara;Betacarotenum;05909990357826
Betadine VAG;Polyvidonum iodinatum;05909990686216
Betadine VAG;Polyvidonum iodinatum;05995327184715
Betadine;Povidonum iodinatum;05909990647415
Betadine;Povidonum iodinatum;05909990361915
Betadine;Povidonum iodinatum;05909990361939
Betadine;Povidonum iodinatum;05909990361922
Betadrin;Diphenhydramini hydrochloridum + Naphazolini nitras;05909990181919
Betadrin;Diphenhydramini hydrochloridum + Naphazolini nitras;05909990181926
Betaloc;Metoprololi tartras;05909990233519
Betoptic 0,5%;Betaxololum;05909990186617
Betoptic S;Betaxololum;05909990186518
Betoptic S;Betaxololum;05909990186525
Bioaron SYSTEM;Aloes arborescentis recentis extractum fluidum + Acidum ascorbicum;05909990046713
Bioaron SYSTEM;Aloes arborescentis recentis extractum fluidum + Acidum ascorbicum;05909990046720
Bioaron SYSTEM;Aloes arborescentis recentis extractum fluidum + Acidum ascorbicum;05909990046737
Bioaron SYSTEM;Aloes arborescentis recentis extractum fluidum + Acidum ascorbicum;05909990569267
Isoptin 40;Verapamili hydrochloridum;05909990100415
Isoptin 40;Verapamili hydrochloridum;05909990100422
Biodacyna;Amikacinum;05909990061419
Biodacyna;Amikacinum;05909990929696
Biodacyna;Amikacinum;05903060633865
Biodacyna;Amikacinum;05909990061310
Biodacyna;Amikacinum;05909990061327
Biodacyna;Amikacinum;05909990929702
Biodacyna;Amikacinum;05909990929726
Biodacyna;Amikacinum;05903060633872
Biodacyna;Amikacinum;05903060633889
Biofuroksym;Cefuroximum;05909990059515
Biofuroksym;Cefuroximum;05903060623620
Bioracef;Cefuroximum;05909990360512
Bioracef;Cefuroximum;05909990360529
Bioracef;Cefuroximum;05909990063727
Bioracef;Cefuroximum;05909990063734
Bioracef;Cefuroximum;05909990360611
Bioracef;Cefuroximum;05909990360628
Bioracef;Cefuroximum;05909990063840
Bioracef;Cefuroximum;05909990063857
Bioracef;Cefuroximum;05909990360710
Bioracef;Cefuroximum;05909990360727
Bioracef;Cefuroximum;05909990063697
Bioracef;Cefuroximum;05909990063703
Biosotal 40;Sotaloli hydrochloridum;05909990365715
Biosotal 80;Sotaloli hydrochloridum;05909990365616
Biostymina;Aloe arborescentis folii recentis extractum;05909990008117
Biotaksym;Cefotaximum;05909990059317
Biotaksym;Cefotaximum;05903060623668
Biotrakson;Ceftriaxonum;05909990079612
Biotrakson;Ceftriaxonum;05903060623569
Biotum;Ceftazidimum;05909990360918
Biotum;Ceftazidimum;05903060623651
Biotum;Ceftazidimum;05909990059218
Biotum;Ceftazidimum;05903060623637
Bioxetin;Fluoxetinum;05909990372317
Bioxetin;Fluoxetinum;05909990372324
Bisacodyl VP;Bisacodylum;05909990166619
Trimesolphar;Sulfamethoxazolum + Trimethoprimum;05909990108619
Biseptol;Sulfamethoxazolum + Trimethoprimum;05909990117819
Biseptol 120;Sulfamethoxazolum + Trimethoprimum;05909990117512
Biseptol 120;Sulfamethoxazolum + Trimethoprimum;05909990117529
Biseptol 480;Sulfamethoxazolum + Trimethoprimum;05909990117611
Biseptol 960;Sulfamethoxazolum + Trimethoprimum;05909990117710
Biseptol 960;Sulfamethoxazolum + Trimethoprimum;05909990117727
Sulpiryd Teva;Sulpiridum;05909990159314
Sulpiryd Teva;Sulpiridum;05909990159321
Staveran 120;Verapamili hydrochloridum;05909990045419
Staveran 120;Verapamili hydrochloridum;05909990045426
Braunovidon;Povidonum iodinatum;05909990664429
Braunovidon;Povidonum iodinatum;05909990664412
Braunovidon;Povidonum iodinatum;05909990664436
Braunovidon;Povidonum iodinatum;05909990664443
Prattack;Pranoprofenum;05909990673704
Brodacid;Acidum lacticum + Acidum salicylicum;05909990329519
Brodacid;Acidum lacticum + Acidum salicylicum;05909990022526
Broncho-Vaxom;Produkt złożony;05909990043828
Broncho-Vaxom;Produkt złożony;05909990043811
Riluzol PMCS;Riluzolum;05909990928156
Riluzol PMCS;Riluzolum;05909990928163
Riluzol PMCS;Riluzolum;05909991434144
Bunondol;Buprenorphinum;05909990351619
Bunondol;Buprenorphinum;05909990351718
Bunondol;Buprenorphinum;05909990351725
Bunondol;Buprenorphinum;05909991235635
Bunondol;Buprenorphinum;05909990351817
Bunondol;Buprenorphinum;05909990351824
Bunondol;Buprenorphinum;05909991235642
Bupivacainum hydrochloricum WZF 0,5%;Bupivacainum;05909990279616
Bupivacainum hydrochloricum WZF 0,5%;Bupivacainum;05909990279623
Bupivacainum hydrochloricum WZF 0,5%;Bupivacainum;05909990279630
Bupivacainum hydrochloricum WZF 0,5%;Bupivacainum;05909990279647
Buscolysin;Hyoscini butylbromidum;05909990286614
Buscolysin;Hyoscini butylbromidum;05909990286621
Buscopan;Hyoscini butylbromidum;05909990361816
Buscopan;Hyoscini butylbromidum;05909990361823
Buscopan;Hyoscini butylbromidum;05909990361830
Buscopan;Hyoscini butylbromidum;05909990909964
Butapirazol;Phenylbutazonum;05909990142910
Calcium Polfarmex;Calcii glubionas + Calcii lactobionas;05909990317417
Calcium Aflofarm (o smaku bananowym);Calcii gluconas + Calcii lactobionas;05909990685417
Sanosvit Calcium;Calcii glubionas + Calcii lactobionas;05909990251612
Calcium dobesilate Galena;Calcii dobesilas;05909990108817
Calcium dobesilate Galena;Calcii dobesilas;05909991431235
Calcium gluconicum Farmapol;Calcii gluconas;05909990263219
Calcium pantothenicum Jelfa;Calcii pantothenas;05909990107513
Calcium Resonium;Calcii polistyreni sulfonas;05909990376216
Calcium Hasco;Calcii glubionas anhydricus + Calcii lactobionas dihydricus;05909990261413
Calcium-Sandoz Forte;Calcii lactogluconas + Calcii carbonas;05909990252213
Calcium Sandoz + Vitamin C;Calcii lactogluconas + Calcii carbonas + Acidum ascorbicum ;05909990252411
Nagietek fix;Calendulae anthodium;05909990196913
Nagietek fix;Calendulae anthodium;05909990196920
Beromun;Tasonerminum;05909990009008
Cezarius;Levetiracetamum;05909990928200
Capsigel N;Produkt złożony;05909990008810
Carbo Medicinalis VP;Carbo medicinalis;05909990062010
Cardiobonisol;Preparat ziołowy;05909990657810
Cardiobonisol;Preparat ziołowy;05909990657834
Cardiobonisol;Preparat ziołowy;05909990657827
Cardiol C;Preparat złożony;05909990005215
Cardioxane;Dexrazoxanum;05060229220172
Cardura;Doxazosinum;05909990356812
Cardura;Doxazosinum;05909990356911
Cardura;Doxazosinum;05909990357017
Cataflam 50;Diclofenacum kalicum;05909990370719
Catalin;Pirenoxinum;05909990334315
Cavinton;Vinpocetinum;05909990296712
Cavinton;Vinpocetinum;05909990116911
Cavinton;Vinpocetinum;05909991228347
Cebion;Acidum ascorbicum;05909990259311
Advagraf;Tacrolimusum;05909990051052
Advagraf;Tacrolimusum;05909990051069
Advagraf;Tacrolimusum;05909990070053
Ceclor;Cefaclorum;05909990137428
Ceclor;Cefaclorum;05909990137411
Ceclor;Cefaclorum;05909990137527
Ceclor;Cefaclorum;05909990137510
Ceclor MR;Cefaclorum;05909990676514
Ceclor MR;Cefaclorum;05909990676521
Longamox;Amoxicillinum;5909997020846
Ceclor MR;Cefaclorum;05909990676620
Ceclor MR;Cefaclorum;05909990676613
Ceclor MR;Cefaclorum;05909990676712
Ceclor MR;Cefaclorum;05909990676729
Cefaleksyna TZF;Cefalexinum;05909990657216
Cefalgin Migraplus;Paracetamolum + Propyphenazonum + Coffeinum;05909990318926
Cefalgin Migraplus;Paracetamolum + Propyphenazonum + Coffeinum;05909990318919
Cefobid;Cefoperazonum;05909990065011
Celestone;Betamethasonum;05909990121410
Celestone;Betamethasonum;05909990121427
Normosan;Produkt ziołowy;05909990025916
Cepan;Preparat złożony;05909990239320
Cepan;Preparat złożony;05909990239313
Aerinaze;Desloratadinum + Pseudoephedrini sulfas;05909990072293
Aerinaze;Desloratadinum + Pseudoephedrini sulfas;05909990072309
Aerinaze;Desloratadinum + Pseudoephedrini sulfas;05909990072323
Aerinaze;Desloratadinum + Pseudoephedrini sulfas;05909990072330
Aerinaze;Desloratadinum + Pseudoephedrini sulfas;05909990072347
Aerinaze;Desloratadinum + Pseudoephedrini sulfas;05909990072354
Cernevit;Preparat witaminowy;05909990657612
Cernevit;Preparat witaminowy;05909990657629
Chlorchinaldin;Chlorquinaldolum;05909990297610
Chlorchinaldin VP;Chlorquinaldolum;05909990231713
Chlorchinaldin VP;Chlorquinaldolum;05909990881253
Chlorchinaldin H;Chlorquinaldolum + Hydrocortisoni acetas;05909990274710
Chlorocyclinum 3%;Chlortetracyclini hydrochloridum;05909990267613
Chloropernazinum;Prochlorperazini  dimaleas;05909990202713
Chloropernazinum;Prochlorperazini  dimaleas;05909990202737
Chloropernazinum;Prochlorperazini  dimaleas;05909990202720
Chlorprothixen Zentiva;Chlorprothixeni hydrochloridum;05909990203116
Chlorprothixen Zentiva;Chlorprothixeni hydrochloridum;05909990610167
Chlorsuccillin;Suxamethonii chloridum;05909990107612
Cholestil;Hymecromonum;05909990665297
Cholestil;Hymecromonum;05909990132614
Cholestil;Hymecromonum;05909990132621
Cholinex;Cholini salicylas;05909990170111
Cholinex;Cholini salicylas;05909990170128
Cholinex;Cholini salicylas;05909990712694
Cholinex;Cholini salicylas;05909990712700
Cholitol;Produkt złożony;05909990698219
Cinnarizinum WZF;Cinnarizinum;05909990092215
Ciprinol;Ciprofloxacinum;05909990066315
Ciprinol;Ciprofloxacinum;05909990066216
Cipronex;Ciprofloxacinum;05909990308514
Cipronex;Ciprofloxacinum;05909990308521
Cipronex;Ciprofloxacinum;05909990308613
Cipronex;Ciprofloxacinum;05909990308620
Cipronex;Ciprofloxacinum;05909990334964
Citrolyt;Kalii citras + Natrii citras + Acidum citricum;05909990210817
Claritine;Loratadinum;05909990355419
Claritine;Loratadinum;05909990121519
Claritine;Loratadinum;05909990121526
Claritine;Loratadinum;05908229302255
Doxar;Doxazosinum;05909990484928
Doxar;Doxazosinum;05909990484911
Clemastinum WZF;Clemastinum;05909990091812
Clemastinum WZF;Clemastinum;05909990091911
Clexane;Enoxaparinum natricum;05909990048311
Clexane;Enoxaparinum natricum;05909990048328
Clexane;Enoxaparinum natricum;05909990048335
Clexane;Enoxaparinum natricum;05909990048342
Clexane;Enoxaparinum natricum;05909990048359
Clexane;Enoxaparinum natricum;05909991375072
Clexane;Enoxaparinum natricum;05909991375089
Clexane;Enoxaparinum natricum;05909991375096
Clexane;Enoxaparinum natricum;05909991375102
Clexane;Enoxaparinum natricum;05909991375119
Clexane;Enoxaparinum natricum;05909991375126
Clexane;Enoxaparinum natricum;05909991375133
Clexane;Enoxaparinum natricum;05909991375140
Clexane;Enoxaparinum natricum;05909991375157
Clexane;Enoxaparinum natricum;05909991375164
Clexane;Enoxaparinum natricum;05909990048410
Clexane;Enoxaparinum natricum;05909990048427
Clexane;Enoxaparinum natricum;05909990048434
Clexane;Enoxaparinum natricum;05909990048441
Clexane;Enoxaparinum natricum;05909990048458
Clexane;Enoxaparinum natricum;05909991375171
Clexane;Enoxaparinum natricum;05909991375188
Clexane;Enoxaparinum natricum;05909991375195
Clexane;Enoxaparinum natricum;05909991375201
Clexane;Enoxaparinum natricum;05909991375218
Clexane;Enoxaparinum natricum;05909991375225
Clexane;Enoxaparinum natricum;05909991375232
Clexane;Enoxaparinum natricum;05909991375249
Clexane;Enoxaparinum natricum;05909991375256
Clexane;Enoxaparinum natricum;05909991375263
Clonazepamum TZF;Clonazepamum;05909990166411
Clonazepamum TZF;Clonazepamum;05909990135516
Clonazepamum TZF;Clonazepamum;05909990135615
Clopamid VP;Clopamidum;05909990141012
Clopixol;Zuclopenthixolum;05909990126828
Clopixol;Zuclopenthixolum;05909990126811
Clopixol-Acuphase;Zuclopenthixoli acetas;05909990126910
Clopixol-Acuphase;Zuclopenthixoli acetas;05909990126927
Clopixol-Depot;Zuclopenthixoli decanoas;05909990189212
Clopixol-Depot;Zuclopenthixoli decanoas;05909990189229
Clostilbegyt;Clomifeni citras;05909990156412
Clostilbegyt;Clomifeni citras;05909991369736
Clotrimazolum GSK;Clotrimazolum;05909990354917
Clotrimazolum Medana;Clotrimazolum;05909990349517
Clotrimazolum GSK;Clotrimazolum;05909990363711
Coaxil;Tianeptinum natricum;05909990370214
Coaxil;Tianeptinum natricum;05909990370245
Coaxil;Tianeptinum natricum;05909990370221
Coaxil;Tianeptinum natricum;05909990370238
Coaxil;Tianeptinum natricum;05901571320809
Coaxil;Tianeptinum natricum;05901571320816
Coffecorn forte;Ergotamini tartras + Coffeinum;05909990320110
Coffecorn mite;Ergotaminum + Coffeinum;05909990211012
Coldrex MaxGrip C;Produkt złożony;05909990278213
Coldrex MaxGrip C;Produkt złożony;05909990278220
Coldrex MaxGrip C;Produkt złożony;05909990068791
Coldrex o smaku cytrynowym;Paracetamolum + Phenylephrini hydrochloridum + Acidum ascorbicum;05909990153817
Coldrex o smaku cytrynowym;Paracetamolum + Phenylephrini hydrochloridum + Acidum ascorbicum;05909990153824
Colistin TZF;Colistimethatum natricum;05909990366514
Colistin TZF;Colistimethatum natricum;05909990366521
Elocom;Mometasoni furoas;05909990316113
Elocom;Mometasoni furoas;05909990316120
Concor 10;Bisoprololi fumaras;05909990373512
Concor 10;Bisoprololi fumaras;05909990373529
Concor 10;Bisoprololi fumaras;05909990373536
Concor 5;Bisoprololi fumaras;05909990373413
Concor 5;Bisoprololi fumaras;05909990373420
Concor 5;Bisoprololi fumaras;05909990373437
Metafen Ibuprofen;Ibuprofenum;05909990674725
Metafen Ibuprofen;Ibuprofenum;05909990674749
Metafen Ibuprofen;Ibuprofenum;05909990674756
Metafen Ibuprofen;Ibuprofenum;05909990674695
Metafen Ibuprofen;Ibuprofenum;05909990674701
Metafen Ibuprofen;Ibuprofenum;05909990674732
Metafen Ibuprofen;Ibuprofenum;05903060604544
Metafen Ibuprofen;Ibuprofenum;05903060604551
Metafen Ibuprofen;Ibuprofenum;05903060604568
Metafen Ibuprofen;Ibuprofenum;05903060604582
Metafen Ibuprofen;Ibuprofenum;05903060604575
Metafen Ibuprofen;Ibuprofenum;05903060604599
Condyline;Podophyllotoxinum;05909990299515
Condyline;Podophyllotoxinum;07350087730318
Contractubex;Heparinum natricum + Allii cepae extractum + Allantoinum;05909990306510
Contractubex;Heparinum natricum + Allii cepae extractum + Allantoinum;05909990306534
Contractubex;Heparinum natricum + Allii cepae extractum + Allantoinum;05909990306527
Controloc 40;Pantoprazolum;05909990689811
Controloc 40;Pantoprazolum;05909990689828
Controloc 40;Pantoprazolum;05909990820344
Controloc 40;Pantoprazolum;05909990689842
Controloc 40;Pantoprazolum;05909990689859
Controloc 40;Pantoprazolum;05909990689835
Controloc 40;Pantoprazolum;05909990614752
Controloc 40;Pantoprazolum;05909990614769
Tabletki nasercowe Herbapol Wrocław;Convallariae extractum siccum;05909990665877
Convulex 300;Acidum valproicum;05909990244416
Convulex 300;Acidum valproicum;05909990944392
Convulex;Acidum valproicum;05909990023813
Convulex;Acidum valproicum;05909990944422
Amiokordin;Amiodaroni hydrochloridum;05909990272617
Cordarone;Amiodaroni hydrochloridum;05909990163618
Cordarone;Amiodaroni hydrochloridum;05909990163717
Corneregel;Dexpanthenolum;05909990656110
Corneregel;Dexpanthenolum;05909990656127
Deca-Durabolin;Nandroloni decanoas;05909990040513
Cortineff;Fludrocortisoni acetas;05909990170319
Cortineff;Fludrocortisoni acetas;05904374007885
Cortineff ophtalm. 0,1%;Fludrocortisoni acetas;05909990104918
Cozaar;Losartanum kalicum;05909990674411
Cravisol;Crataegi inflorescentiae intractum + Melissae herbae intractum + Visci herbae intractum;05909990062515
Cravisol;Crataegi inflorescentiae intractum + Melissae herbae intractum + Visci herbae intractum;05909990062522
Cravisol;Crataegi inflorescentiae intractum + Melissae herbae intractum + Visci herbae intractum;05909990062539
CromoHexal;Natrii cromoglicas;05909990346417
Crotamiton Farmapol;Crotamitonum;05909990263318
Crotamiton Farmapol;Crotamitonum;05909990263417
Leflunomide medac;Leflunomidum;04037353010611
Leflunomide medac;Leflunomidum;04037353010628
Cusicrom 4%;Natrii cromoglicas;05909990187812
Cynarex;Cynarae herbae extractum siccum;05909990008513
Cynarex;Cynarae herbae extractum siccum;05909990008520
Cynarex;Cynarae herbae extractum siccum;05906014010514
Cutivate;Fluticasoni propionas;05909990365012
Cutivate;Fluticasoni propionas;05909990365029
Cutivate;Fluticasoni propionas;05909990365036
Cutivate;Fluticasoni propionas;05909990365043
Cutivate;Fluticasoni propionas;05909990365111
Cutivate;Fluticasoni propionas;05909990365128
Cutivate;Fluticasoni propionas;05909990365135
Cutivate;Fluticasoni propionas;05909990365142
Cyclo-Progynova;Estradioli valeras + Norgestrelum;05909990304219
Cyclo-Progynova;Estradioli valeras + Norgestrelum;05909990304226
Cyclonamine;Etamsylatum;05909990046416
Cyclonamine;Etamsylatum;05909991431242
Cyclonamine 12,5%;Etamsylatum;05909990045716
Cyclonamine 12,5%;Etamsylatum;05909990045723
Cymevene;Ganciclovirum;05909990189816
Cytosar;Cytarabinum;05909990154715
Cytosar;Cytarabinum;05909990314515
Cytosar;Cytarabinum;05909990314614
Cytotec;Misoprostolum;05909990271627
Cytotec;Misoprostolum;05909990271610
Smecta;Diosmectitum;05909990503636
Smecta;Diosmectitum;05909990503643
Encorton;Prednisonum;05909990297016
Encorton;Prednisonum;05909990297023
Encorton;Prednisonum;05909990641185
Encorton;Prednisonum;05909990641192
Dafnegin;Ciclopirox olaminum;05909990154012
Dafnegin;Ciclopirox olaminum;05909990154111
Daktarin;Miconazoli nitras;05909990280612
Daktarin;Miconazoli nitras;05909990280629
Verospiron;Spironolactonum;05909990117215
Verospiron;Spironolactonum;05909990117222
Verospiron;Spironolactonum;05909990117239
Dalacin C;Clindamycinum;05909990345014
Dalacin C;Clindamycinum;05909990071111
Dalacin C;Clindamycinum;05909990071128
Dalacin C;Clindamycinum;05909990071210
Dalacin C;Clindamycinum;05909990071227
Dalacin C;Clindamycinum;05909990071234
Dalacin C;Clindamycinum;05909990306411
Dalacin C;Clindamycinum;05909990306428
Dalacin C;Clindamycinum;05909990306435
Dalacin C;Clindamycinum;05909990071319
Dalacin C;Clindamycinum;05909990071326
Dalacin C;Clindamycinum;05909990071333
Dalacin T;Clindamycinum;05909990291014
Dalacin T;Clindamycinum;05909990291021
Titlodine;Tolterodini tartras;05909991035204
Titlodine;Tolterodini tartras;05909991035235
Titlodine;Tolterodini tartras;05909991035259
Titlodine;Tolterodini tartras;05909991035242
Titlodine;Tolterodini tartras;05909991035266
Titlodine;Tolterodini tartras;05909991035273
Titlodine;Tolterodini tartras;05909991076702
Titlodine;Tolterodini tartras;05909991076726
Titlodine;Tolterodini tartras;05909991076733
Davercin;Erythromycini cyclocarbonas;05909990271214
Davercin;Erythromycini cyclocarbonas;05909990087419
Debecylina;Benzathini benzylpenicillinum;05909990310715
Debecylina;Benzathini benzylpenicillinum;05909990310722
Debelizyna;Dolichosi biflorum seminis extractum;05909990009213
Epivir;Lamivudinum;05909990001637
Decaldol;Haloperidoli decanoas;05909990077311
